date,sleep_score,sleep_total_min,hr_night_avg,steps_total,active_kcal,sleep_deep_min,sleep_rem_min,sleep_awakenings,data_era,day_of_week,month
2022-03-22,76.47,468.98333333333335,67.525,11134.0,524.0,0.0,0.0,0.0,0,1,3
2022-03-23,69.03,511.98333333333335,65.31666666666666,20840.0,1412.239,0.0,0.0,0.0,0,2,3
2022-03-24,69.31,504.98333333333335,66.29583333333333,8794.0,539.0,0.0,0.0,0.0,0,3,3
2022-03-25,51.48,572.9833333333333,66.85,8861.0,582.0,0.0,0.0,0.0,0,4,3
2022-03-26,45.7,605.9833333333333,65.20416666666667,15845.0,879.0,0.0,0.0,0.0,0,5,3
2022-03-27,75.57,484.98333333333335,65.45555555555555,13579.0,489.0,0.0,0.0,0.0,0,6,3
2022-03-28,75.71,483.98333333333335,65.52916666666667,13407.0,611.0,0.0,0.0,0.0,0,0,3
2022-03-29,71.54,485.98333333333335,67.97916666666667,8893.0,676.0,0.0,0.0,0.0,0,1,3
2022-03-30,77.1,461.98333333333335,68.27083333333333,8634.0,565.0,0.0,0.0,0.0,0,2,3
2022-03-31,61.58,518.9833333333333,69.11666666666666,8235.0,519.0,0.0,0.0,0.0,0,3,3
2022-04-01,50.14,580.9833333333333,66.40833333333333,11157.0,567.0,0.0,0.0,0.0,0,4,4
2022-04-02,45.57,595.9833333333333,66.95416666666667,6122.0,392.0,0.0,0.0,0.0,0,5,4
2022-04-03,62.69,527.9833333333333,66.875,9728.0,705.0,0.0,0.0,0.0,0,6,4
2022-04-04,69.94,501.98333333333335,66.375,11407.0,721.0,0.0,0.0,0.0,0,0,4
2022-04-05,77.48,435.98333333333335,67.67916666666666,7751.0,414.0,0.0,0.0,0.0,0,1,4
2022-04-06,66.21,500.98333333333335,69.02916666666667,8430.0,577.0,0.0,0.0,0.0,0,2,4
2022-04-07,71.5,470.0,70.66666666666667,15121.0,721.0,0.0,0.0,0.0,0,3,4
2022-04-08,16.69,638.9833333333333,79.04166666666667,11431.0,848.0,0.0,0.0,0.0,0,4,4
2022-04-09,62.48,508.98333333333335,70.18333333333334,1281.0,76.0,0.0,0.0,0.0,0,5,4
2022-04-10,70.3,503.98333333333335,65.8,8631.0,305.0,0.0,0.0,0.0,0,6,4
2022-04-11,67.72,512.9833333333333,66.025,10283.0,562.0,0.0,0.0,0.0,0,0,4
2022-04-12,77.6,463.98333333333335,67.6,4242.0,276.0,0.0,0.0,0.0,0,1,4
2022-04-13,57.93,543.9833333333333,67.38333333333334,19165.0,776.0,0.0,0.0,0.0,0,2,4
2022-04-14,57.18,533.9833333333333,69.55,13111.0,578.0,0.0,0.0,0.0,0,3,4
2022-04-15,38.82,612.9833333333333,68.62083333333334,22906.0,670.0,0.0,0.0,0.0,0,4,4
2022-04-16,64.15,531.9833333333333,65.2375,1962.0,310.0,0.0,0.0,0.0,0,5,4
2022-04-17,25.91,701.9833333333333,67.72916666666667,6589.0,384.0,0.0,0.0,0.0,0,6,4
2022-04-18,70.21,495.98333333333335,67.19583333333334,6632.0,586.0,0.0,0.0,0.0,0,0,4
2022-04-19,72.68,480.98333333333335,68.05,8260.0,662.0,0.0,0.0,0.0,0,1,4
2022-04-20,73.82,466.98333333333335,69.62083333333334,8675.0,642.0,0.0,0.0,0.0,0,2,4
2022-04-21,77.6,457.98333333333335,68.6,8768.0,630.0,0.0,0.0,0.0,0,3,4
2022-04-22,68.95,501.98333333333335,67.0375,26364.0,1045.0,0.0,0.0,0.0,0,4,4
2022-04-23,50.78,566.9833333333333,68.31601731601732,18154.0,893.0,0.0,0.0,0.0,0,5,4
2022-04-24,73.66,473.98333333333335,68.5625,19168.0,1258.0,0.0,0.0,0.0,0,6,4
2022-04-25,80.75,465.98333333333335,65.16666666666667,8990.0,742.0,0.0,0.0,0.0,0,0,4
2022-04-26,74.18,469.98333333333335,68.88333333333334,9088.0,689.0,0.0,0.0,0.0,0,1,4
2022-04-27,76.82,457.98333333333335,69.125,8652.0,769.0,0.0,0.0,0.0,0,2,4
2022-04-28,73.2,476.98333333333335,68.36666666666666,12132.0,1134.0,0.0,0.0,0.0,0,3,4
2022-04-29,50.44,553.9833333333333,70.70833333333333,8221.0,692.0,0.0,0.0,0.0,0,4,4
